record_type,venture,github_repo,t7_repository_reference,owned,starred,capabilities,criticality,action,mapping_status,sector,source
venture,EM-035-Health-Equity-AI,em-035-health-equity-ai,https://github.com/Worldwidebro/em-035-health-equity-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-036-Economic-Equity-AI,em-036-economic-equity-ai,https://github.com/Worldwidebro/em-036-economic-equity-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-037-Environmental-Justice-AI,em-037-environmental-justice-ai,https://github.com/Worldwidebro/em-037-environmental-justice-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-038-Human-Rights-AI,em-038-human-rights-ai,https://github.com/Worldwidebro/em-038-human-rights-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-039-Peacebuilding-AI,em-039-peacebuilding-ai,https://github.com/Worldwidebro/em-039-peacebuilding-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-040-Telemedicine-AI,em-040-telemedicine-ai,https://github.com/Worldwidebro/em-040-telemedicine-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-041-AI-Climate-Adaptation,em-041-ai-climate-adaptation,https://github.com/Worldwidebro/em-041-ai-climate-adaptation,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-042-Space-Agriculture-AI,em-042-space-agriculture-ai,https://github.com/Worldwidebro/em-042-space-agriculture-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-043-Quantum-Communication-AI,em-043-quantum-communication-ai,https://github.com/Worldwidebro/em-043-quantum-communication-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-044-Robotics-Surgery-AI,em-044-robotics-surgery-ai,https://github.com/Worldwidebro/em-044-robotics-surgery-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-045-AI-Disaster-Response,em-045-ai-disaster-response,https://github.com/Worldwidebro/em-045-ai-disaster-response,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-046-Smart-City-Governance,em-046-smart-city-governance,https://github.com/Worldwidebro/em-046-smart-city-governance,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-047-AI-Environmental-Monitoring,em-047-ai-environmental-monitoring,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-048-Space-Manufacturing-AI,em-048-space-manufacturing-ai,https://github.com/Worldwidebro/em-048-space-manufacturing-ai,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-049-AI-Ocean-Exploration,em-049-ai-ocean-exploration,https://github.com/Worldwidebro/em-049-ai-ocean-exploration,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,EM-050-AI-Archaeology,em-050-ai-archaeology,https://github.com/Worldwidebro/em-050-ai-archaeology,✅,—,,,UNASSESSED,matched,emerging,t7_registry
venture,ET-001-Online-Tutoring-Platform,et-001-online-tutoring-platform,https://github.com/Worldwidebro/et-001-online-tutoring-platform,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-002-Language-Learning-App,et-002-language-learning-app,https://github.com/Worldwidebro/et-002-language-learning-app,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-003-Test-Prep-Service,et-003-test-prep-service,https://github.com/Worldwidebro/et-003-test-prep-service,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-004-Coding-Bootcamp,et-004-coding-bootcamp,https://github.com/Worldwidebro/et-004-coding-bootcamp,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-005-Professional-Certification,et-005-professional-certification,https://github.com/Worldwidebro/et-005-professional-certification,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-006-Corporate-Training,et-006-corporate-training,https://github.com/Worldwidebro/et-006-corporate-training,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-007-Skills-Assessment-Platform,et-007-skills-assessment-platform,https://github.com/Worldwidebro/et-007-skills-assessment-platform,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-008-Career-Coaching,et-008-career-coaching,https://github.com/Worldwidebro/et-008-career-coaching,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-009-Resume-Writing-Service,et-009-resume-writing-service,https://github.com/Worldwidebro/et-009-resume-writing-service,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-010-Interview-Prep-Platform,et-010-interview-prep-platform,https://github.com/Worldwidebro/et-010-interview-prep-platform,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-011-Mentorship-Platform,et-011-mentorship-platform,https://github.com/Worldwidebro/et-011-mentorship-platform,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-012-Educational-Content-Library,et-012-educational-content-library,https://github.com/Worldwidebro/et-012-educational-content-library,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-013-VR-Training-Simulations,et-013-vr-training-simulations,https://github.com/Worldwidebro/et-013-vr-training-simulations,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-014-Gamified-Learning-App,et-014-gamified-learning-app,https://github.com/Worldwidebro/et-014-gamified-learning-app,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,ET-015-Homeschool-Curriculum,et-015-homeschool-curriculum,https://github.com/Worldwidebro/et-015-homeschool-curriculum,✅,—,,,UNASSESSED,matched,education-training,t7_registry
venture,FH-001-Personal-Chef-Service,fh-001-personal-chef-service,https://github.com/Worldwidebro/fh-001-personal-chef-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-002-Meal-Prep-Delivery,fh-002-meal-prep-delivery,https://github.com/Worldwidebro/fh-002-meal-prep-delivery,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-003-Private-Dinner-Experiences,fh-003-private-dinner-experiences,https://github.com/Worldwidebro/fh-003-private-dinner-experiences,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-004-Catering-Company,fh-004-catering-company,https://github.com/Worldwidebro/fh-004-catering-company,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-005-Corporate-Lunch-Service,fh-005-corporate-lunch-service,https://github.com/Worldwidebro/fh-005-corporate-lunch-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-006-Healthy-Meal-Prep-for-Gyms,fh-006-healthy-meal-prep-for-gyms,https://github.com/Worldwidebro/fh-006-healthy-meal-prep-for-gyms,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-007-Elderly-Meal-Service,fh-007-elderly-meal-service,https://github.com/Worldwidebro/fh-007-elderly-meal-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-008-Athlete-Nutrition-Service,fh-008-athlete-nutrition-service,https://github.com/Worldwidebro/fh-008-athlete-nutrition-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-009-Packaged-Food-Brand,fh-009-packaged-food-brand,https://github.com/Worldwidebro/fh-009-packaged-food-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-010-Frozen-Meals-Company,fh-010-frozen-meals-company,https://github.com/Worldwidebro/fh-010-frozen-meals-company,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-011-Sauce-or-Seasoning-Brand,fh-011-sauce-or-seasoning-brand,https://github.com/Worldwidebro/fh-011-sauce-or-seasoning-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-012-Protein-Snacks-Brand,fh-012-protein-snacks-brand,https://github.com/Worldwidebro/fh-012-protein-snacks-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-013-Meal-Kit-Company,fh-013-meal-kit-company,https://github.com/Worldwidebro/fh-013-meal-kit-company,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-014-Cloud-Kitchen-,fh-014-cloud-kitchen-,https://github.com/Worldwidebro/fh-014-cloud-kitchen-,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-015-AI-Nutrition-Planner,fh-015-ai-nutrition-planner,https://github.com/Worldwidebro/fh-015-ai-nutrition-planner,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-016-Recipe-App,fh-016-recipe-app,https://github.com/Worldwidebro/fh-016-recipe-app,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-017-Cooking-Content-Brand,fh-017-cooking-content-brand,https://github.com/Worldwidebro/fh-017-cooking-content-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-018-Food-Influencer-Brand,fh-018-food-influencer-brand,https://github.com/Worldwidebro/fh-018-food-influencer-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-019-Cooking-Course-Platform,fh-019-cooking-course-platform,https://github.com/Worldwidebro/fh-019-cooking-course-platform,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-020-Restaurant-POS-System,fh-020-restaurant-pos-system,https://github.com/Worldwidebro/fh-020-restaurant-pos-system,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-021-Food-Truck-Business,fh-021-food-truck-business,https://github.com/Worldwidebro/fh-021-food-truck-business,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-022-Specialty-Coffee-Shop,fh-022-specialty-coffee-shop,https://github.com/Worldwidebro/fh-022-specialty-coffee-shop,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-023-Bakery-&-Pastry-Shop,,https://github.com/Worldwidebro/fh-023-bakery-&-pastry-shop,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,food-hospitality,t7_registry
venture,FH-024-Juice-Bar,fh-024-juice-bar,https://github.com/Worldwidebro/fh-024-juice-bar,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-025-Ice-Cream-Shop,fh-025-ice-cream-shop,https://github.com/Worldwidebro/fh-025-ice-cream-shop,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-026-Gourmet-Food-Market,fh-026-gourmet-food-market,https://github.com/Worldwidebro/fh-026-gourmet-food-market,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-027-Food-Delivery-Platform,fh-027-food-delivery-platform,https://github.com/Worldwidebro/fh-027-food-delivery-platform,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-028-Restaurant-Management-SaaS,fh-028-restaurant-management-saas,https://github.com/Worldwidebro/fh-028-restaurant-management-saas,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-029-Food-Quality-Testing-Lab,fh-029-food-quality-testing-lab,https://github.com/Worldwidebro/fh-029-food-quality-testing-lab,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-030-Organic-Food-Brand,fh-030-organic-food-brand,https://github.com/Worldwidebro/fh-030-organic-food-brand,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-031-Vegan-Food-Company,fh-031-vegan-food-company,https://github.com/Worldwidebro/fh-031-vegan-food-company,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-032-Keto-Meal-Service,fh-032-keto-meal-service,https://github.com/Worldwidebro/fh-032-keto-meal-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-033-Food-Photography-Service,fh-033-food-photography-service,https://github.com/Worldwidebro/fh-033-food-photography-service,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-034-Restaurant-Consulting,fh-034-restaurant-consulting,https://github.com/Worldwidebro/fh-034-restaurant-consulting,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FH-035-Food-Safety-Training,fh-035-food-safety-training,https://github.com/Worldwidebro/fh-035-food-safety-training,✅,—,,,UNASSESSED,matched,food-hospitality,t7_registry
venture,FI-dist,,https://github.com/Worldwidebro/dist,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,financial,t7_registry
venture,FI-node_modules,,https://github.com/Worldwidebro/node_modules,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,financial,t7_registry
venture,FI-public,,https://github.com/Worldwidebro/public,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,financial,t7_registry
venture,FI-src,,https://github.com/Worldwidebro/src,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,financial,t7_registry
venture,FI-supabase,,https://github.com/Worldwidebro/supabase,—,—,,,UNASSESSED,t7_claim_not_in_owned_github,financial,t7_registry
venture,FIN-001,,worldwidebro/genixbank-lite,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-001-GenixBank-Lite,fin-001-genixbank-lite,https://github.com/Worldwidebro/fin-001-genixbank-lite,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-002,,worldwidebro/credit-repair-automation,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-002-Credit-Repair-Automation,fin-002-credit-repair-automation,https://github.com/Worldwidebro/fin-002-credit-repair-automation,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-003,,worldwidebro/ai-boss-hub-lite,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-003-AI-Boss-Hub-Lite,fin-003-ai-boss-hub-lite,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-004,,worldwidebro/genixbanks-ai-treasurer,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-004-GenixBanks-AI-Treasurer,fin-004-genixbanks-ai-treasurer,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-005,,worldwidebro/u-haul-rental-affiliate,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-005-U-Haul-Rental-Affiliate,fin-005-u-haul-rental-affiliate,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-006,,worldwidebro/tax-prep-filing-services,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-006-Tax-Prep-Filing-Services,fin-006-tax-prep-filing-services,https://github.com/Worldwidebro/fin-006-tax-prep-filing-services,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-007,,worldwidebro/business-credit-building,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-007-Business-Credit-Building,fin-007-business-credit-building,https://github.com/Worldwidebro/fin-007-business-credit-building,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-008,,worldwidebro/business-formation-services,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-008-Business-Formation-Services,fin-008-business-formation-services,https://github.com/Worldwidebro/fin-008-business-formation-services,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-009,,worldwidebro/crypto-tax-optimizer,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-009-Crypto-Tax-Optimizer,fin-009-crypto-tax-optimizer,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-010,,worldwidebro/ai-powered-garbage-collection,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-010-AI-Powered-Garbage-Collection,fin-010-ai-powered-garbage-collection,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-011,,worldwidebro/automated-bookkeeping,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-011-Automated-Bookkeeping,fin-011-automated-bookkeeping,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-012,,worldwidebro/invoice-factoring-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-012-Invoice-Factoring-AI,fin-012-invoice-factoring-ai,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-013,,worldwidebro/charity-donation-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-013-Charity-Donation-AI,fin-013-charity-donation-ai,https://github.com/Worldwidebro/fin-013-charity-donation-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-014,,worldwidebro/expense-tracker-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-014-Expense-Tracker-AI,fin-014-expense-tracker-ai,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-015,,worldwidebro/financial-wellness-coach,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-015-Financial-Wellness-Coach,fin-015-financial-wellness-coach,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-016,,worldwidebro/trade-finance-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-016-Trade-Finance-AI,fin-016-trade-finance-ai,https://github.com/Worldwidebro/fin-016-trade-finance-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-017,,worldwidebro/remittance-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-017-Remittance-AI,fin-017-remittance-ai,https://github.com/Worldwidebro/fin-017-remittance-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-018,,worldwidebro/wealth-transfer-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-018-Wealth-Transfer-AI,fin-018-wealth-transfer-ai,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-019,,worldwidebro/payment-gateway-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-019-Payment-Gateway-AI,fin-019-payment-gateway-ai,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-020,,worldwidebro/debt-consolidation-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-020-Debt-Consolidation-AI,fin-020-debt-consolidation-ai,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-021,,worldwidebro/tax-deduction-finder,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-021-Tax-Deduction-Finder,fin-021-tax-deduction-finder,https://github.com/Worldwidebro/fin-021-tax-deduction-finder,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-022,,worldwidebro/budget-forecasting-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-022-Budget-Forecasting-AI,fin-022-budget-forecasting-ai,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-023,,worldwidebro/investment-portfolio-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-023-Investment-Portfolio-AI,fin-023-investment-portfolio-ai,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-024,,worldwidebro/crowdfunding-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-024-Crowdfunding-AI,fin-024-crowdfunding-ai,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-025,,worldwidebro/escrow-automation,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-025-Escrow-Automation,fin-025-escrow-automation,https://github.com/Worldwidebro/fin-025-escrow-automation,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-026,,worldwidebro/financial-compliance-scanner,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-026-Financial-Compliance-Scanner,fin-026-financial-compliance-scanner,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-027,,worldwidebro/patent-writer-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-027-Patent-Writer-AI,fin-027-patent-writer-ai,https://github.com/Worldwidebro/fin-027-patent-writer-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-028,,worldwidebro/legal-analyzer-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-028-Legal-Analyzer-AI,fin-028-legal-analyzer-ai,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-029,,worldwidebro/compliance-wallet-saas,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-029-Compliance-Wallet-SaaS,fin-029-compliance-wallet-saas,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-030,,worldwidebro/local-seo-ranker-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-030-Local-SEO-Ranker-AI,fin-030-local-seo-ranker-ai,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-031,,worldwidebro/investor-dashboard-builder,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-031-Investor-Dashboard-Builder,fin-031-investor-dashboard-builder,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-032,,worldwidebro/legal-toolkit-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-032-Legal-Toolkit-AI,fin-032-legal-toolkit-ai,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-033,,worldwidebro/ai-tax-preparation-service,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-033-AI-Tax-Preparation-Service,fin-033-ai-tax-preparation-service,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-034,,worldwidebro/payroll-automation,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-034-Payroll-Automation,fin-034-payroll-automation,https://github.com/Worldwidebro/fin-034-payroll-automation,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-035,,worldwidebro/insurance-underwriting-ai,—,—,,,UNASSESSED,no_repo_t7,financial,t7_registry
venture,FIN-035-Insurance-Underwriting-AI,fin-035-insurance-underwriting-ai,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FIN-036,,,—,—,,,UNASSESSED,no_repo_t7,unknown,t7_registry
venture,FIN-036-Arbitrage-Nexus-Platform,fin-036-arbitrage-nexus-platform,https://github.com/Worldwidebro/fin-036-arbitrage-nexus-platform,✅,—,,,UNASSESSED,matched,financial,t7_registry
venture,FS-001-Gym,fs-001-gym,https://github.com/Worldwidebro/fs-001-gym,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-002-Boutique-Fitness-Studio,fs-002-boutique-fitness-studio,https://github.com/Worldwidebro/fs-002-boutique-fitness-studio,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-003-Personal-Training-Studio,fs-003-personal-training-studio,https://github.com/Worldwidebro/fs-003-personal-training-studio,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-004-Women-Only-Gym,fs-004-women-only-gym,https://github.com/Worldwidebro/fs-004-women-only-gym,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-005-Boxing-Gym,fs-005-boxing-gym,https://github.com/Worldwidebro/fs-005-boxing-gym,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-006-CrossFit-Gym,fs-006-crossfit-gym,https://github.com/Worldwidebro/fs-006-crossfit-gym,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-007-Luxury-Fitness-Club,fs-007-luxury-fitness-club,https://github.com/Worldwidebro/fs-007-luxury-fitness-club,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-008-Online-Coaching,fs-008-online-coaching,https://github.com/Worldwidebro/fs-008-online-coaching,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-009-Personal-Trainer-Business,fs-009-personal-trainer-business,https://github.com/Worldwidebro/fs-009-personal-trainer-business,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-010-Transformation-Program,fs-010-transformation-program,https://github.com/Worldwidebro/fs-010-transformation-program,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-011-Athlete-Training-Company,fs-011-athlete-training-company,https://github.com/Worldwidebro/fs-011-athlete-training-company,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-012-Supplement-Brand,fs-012-supplement-brand,https://github.com/Worldwidebro/fs-012-supplement-brand,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-013-Fitness-Apparel,fs-013-fitness-apparel,https://github.com/Worldwidebro/fs-013-fitness-apparel,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-014-Workout-Equipment-Brand,fs-014-workout-equipment-brand,https://github.com/Worldwidebro/fs-014-workout-equipment-brand,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-015-Recovery-Products,fs-015-recovery-products,https://github.com/Worldwidebro/fs-015-recovery-products,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-016-Fitness-App,fs-016-fitness-app,https://github.com/Worldwidebro/fs-016-fitness-app,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-017-AI-Personal-Trainer,fs-017-ai-personal-trainer,https://github.com/Worldwidebro/fs-017-ai-personal-trainer,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-018-Gym-Management-Software,fs-018-gym-management-software,https://github.com/Worldwidebro/fs-018-gym-management-software,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-019-Wearable-Analytics-Platform,fs-019-wearable-analytics-platform,https://github.com/Worldwidebro/fs-019-wearable-analytics-platform,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-020-Yoga-Studio,fs-020-yoga-studio,https://github.com/Worldwidebro/fs-020-yoga-studio,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-021-Pilates-Studio,fs-021-pilates-studio,https://github.com/Worldwidebro/fs-021-pilates-studio,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-022-Dance-Studio,fs-022-dance-studio,https://github.com/Worldwidebro/fs-022-dance-studio,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-023-Martial-Arts-Dojo,fs-023-martial-arts-dojo,https://github.com/Worldwidebro/fs-023-martial-arts-dojo,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
venture,FS-024-Sports-Performance-Center,fs-024-sports-performance-center,https://github.com/Worldwidebro/fs-024-sports-performance-center,✅,—,,,UNASSESSED,matched,fitness-sports,t7_registry
