repo_id,capability_id,relation,confidence
iza-os-finance-advisor-security-bot,automation-orchestration,provides,name+description
iza-os-finance-advisor-security-bot,security-compliance,provides,name+description
iza-os-finance-advisor-security-bot,finance-fintech,provides,name+description
iza-os-finance-advisor-synthesis-bot,automation-orchestration,provides,name+description
iza-os-finance-advisor-synthesis-bot,finance-fintech,provides,name+description
iza-os-finance-core,finance-fintech,provides,name+description
iza-os-hr-analytics-bot,automation-orchestration,provides,name+description
iza-os-hr-analytics-bot,data-analytics,provides,name+description
iza-os-hr-analytics-bot,venture-governance,provides,name+description
iza-os-hr-benefits-bot,venture-governance,provides,name+description
iza-os-hr-compliance-bot,automation-orchestration,provides,name+description
iza-os-hr-compliance-bot,security-compliance,provides,name+description
iza-os-hr-compliance-bot,venture-governance,provides,name+description
iza-os-hr-core,security-compliance,provides,name+description
iza-os-hr-onboarding-bot,automation-orchestration,provides,name+description
iza-os-hr-onboarding-bot,venture-governance,provides,name+description
iza-os-hr-payroll-bot,automation-orchestration,provides,name+description
iza-os-hr-payroll-bot,venture-governance,provides,name+description
iza-os-hr-performance-bot,venture-governance,provides,name+description
iza-os-hr-recruitment-bot,automation-orchestration,provides,name+description
iza-os-hr-recruitment-bot,venture-governance,provides,name+description
iza-os-hr-training-bot,automation-orchestration,provides,name+description
iza-os-hr-training-bot,venture-governance,provides,name+description
iza-os-inference-engine,ai-ml,provides,name+description
iza-os-infra,devops-infra,provides,name+description
iza-os-infrastructure,devops-infra,provides,name+description
iza-os-infrastructure-monitoring-bot,devops-infra,provides,name+description
iza-os-intelligence-core,ai-ml,provides,name+description
iza-os-intelligence-core,data-analytics,provides,name+description
iza-os-inventory-management-analytics-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-analytics-bot,data-analytics,provides,name+description
iza-os-inventory-management-automation-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-compliance-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-compliance-bot,security-compliance,provides,name+description
iza-os-inventory-management-integration-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-integration-bot,api-integration,provides,name+description
iza-os-inventory-management-monitoring-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-optimization-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-reporting-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-reporting-bot,data-analytics,provides,name+description
iza-os-inventory-management-security-bot,automation-orchestration,provides,name+description
iza-os-inventory-management-security-bot,security-compliance,provides,name+description
iza-os-knowledge-graph,knowledge-graph,provides,name+description
iza-os-legal-core,security-compliance,provides,name+description
iza-os-legal-core,legal-compliance,provides,name+description
iza-os-legal-research-alerting-bot,automation-orchestration,provides,name+description
iza-os-legal-research-alerting-bot,legal-compliance,provides,name+description
iza-os-legal-research-compliance-bot,automation-orchestration,provides,name+description
iza-os-legal-research-compliance-bot,security-compliance,provides,name+description
iza-os-legal-research-compliance-bot,legal-compliance,provides,name+description
iza-os-legal-research-discovery-bot,automation-orchestration,provides,name+description
iza-os-legal-research-discovery-bot,legal-compliance,provides,name+description
iza-os-legal-research-integration-bot,automation-orchestration,provides,name+description
iza-os-legal-research-integration-bot,api-integration,provides,name+description
iza-os-legal-research-integration-bot,legal-compliance,provides,name+description
iza-os-legal-research-intelligence-bot,automation-orchestration,provides,name+description
iza-os-legal-research-intelligence-bot,legal-compliance,provides,name+description
iza-os-legal-research-management-bot,automation-orchestration,provides,name+description
iza-os-legal-research-management-bot,legal-compliance,provides,name+description
iza-os-legal-research-optimization-bot,automation-orchestration,provides,name+description
iza-os-legal-research-optimization-bot,legal-compliance,provides,name+description
iza-os-legal-research-orchestration-bot,automation-orchestration,provides,name+description
iza-os-legal-research-orchestration-bot,legal-compliance,provides,name+description
iza-os-legal-research-processing-bot,automation-orchestration,provides,name+description
iza-os-legal-research-processing-bot,legal-compliance,provides,name+description
iza-os-legal-research-reporting-bot,automation-orchestration,provides,name+description
iza-os-legal-research-reporting-bot,data-analytics,provides,name+description
iza-os-legal-research-reporting-bot,legal-compliance,provides,name+description
iza-os-legal-research-security-bot,automation-orchestration,provides,name+description
iza-os-legal-research-security-bot,security-compliance,provides,name+description
iza-os-legal-research-security-bot,legal-compliance,provides,name+description
iza-os-legal-research-synthesis-bot,automation-orchestration,provides,name+description
iza-os-legal-research-synthesis-bot,legal-compliance,provides,name+description
iza-os-llm-adapter,ai-ml,provides,name+description
iza-os-llm-adapter,api-integration,provides,name+description
iza-os-marketing-automation-alerting-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-alerting-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-analytics-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-analytics-bot,data-analytics,provides,name+description
iza-os-marketing-automation-analytics-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-automation-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-automation-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-campaign-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-campaign-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-campaign-bot,venture-governance,provides,name+description
iza-os-marketing-automation-compliance-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-compliance-bot,security-compliance,provides,name+description
iza-os-marketing-automation-compliance-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-discovery-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-discovery-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-integration-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-integration-bot,api-integration,provides,name+description
iza-os-marketing-automation-integration-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-intelligence-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-intelligence-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-management-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-management-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-monitoring-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-monitoring-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-optimization-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-optimization-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-orchestration-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-orchestration-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-processing-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-processing-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-reporting-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-reporting-bot,data-analytics,provides,name+description
iza-os-marketing-automation-reporting-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-security-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-security-bot,security-compliance,provides,name+description
iza-os-marketing-automation-security-bot,marketing-growth,provides,name+description
iza-os-marketing-automation-synthesis-bot,automation-orchestration,provides,name+description
iza-os-marketing-automation-synthesis-bot,marketing-growth,provides,name+description
iza-os-mcp,api-integration,provides,name+description
iza-os-ml,ai-ml,provides,name+description
iza-os-mobile,mobile-app,provides,name+description
iza-os-model-training,ai-ml,provides,name+description
iza-os-model-training,automation-orchestration,provides,name+description
iza-os-monitoring-integration,api-integration,provides,name+description
iza-os-monitoring-integration,venture-governance,provides,name+description
iza-os-nft-platform,blockchain-web3,provides,name+description
iza-os-nft-platform,venture-governance,provides,name+description
iza-os-nlp-pipeline,automation-orchestration,provides,name+description
iza-os-notification-bot,messaging-communication,provides,name+description
iza-os-operations-analytics-bot,data-analytics,provides,name+description
iza-os-operations-analytics-bot,venture-governance,provides,name+description
iza-os-operations-automation-bot,automation-orchestration,provides,name+description
iza-os-operations-automation-bot,venture-governance,provides,name+description
iza-os-operations-compliance-bot,security-compliance,provides,name+description
iza-os-operations-compliance-bot,venture-governance,provides,name+description
iza-os-operations-core,automation-orchestration,provides,name+description
iza-os-operations-core,api-integration,provides,name+description
iza-os-operations-core,security-compliance,provides,name+description
iza-os-operations-integration-bot,api-integration,provides,name+description
iza-os-operations-integration-bot,venture-governance,provides,name+description
iza-os-operations-intelligence-bot,venture-governance,provides,name+description
iza-os-operations-monitoring-bot,venture-governance,provides,name+description
iza-os-operations-optimization-bot,venture-governance,provides,name+description
iza-os-operations-reporting-bot,data-analytics,provides,name+description
iza-os-operations-reporting-bot,venture-governance,provides,name+description
iza-os-operations-security-bot,security-compliance,provides,name+description
iza-os-operations-security-bot,venture-governance,provides,name+description
iza-os-ops,devops-infra,provides,name+description
iza-os-orchestrator,automation-orchestration,provides,name+description
iza-os-platform-core,api-integration,provides,name+description
iza-os-platform-core,devops-infra,provides,name+description
iza-os-predictive-analytics-bot,ai-ml,provides,name+description
iza-os-predictive-analytics-bot,data-analytics,provides,name+description
iza-os-project-management-alerting-bot,automation-orchestration,provides,name+description
iza-os-project-management-analytics-bot,automation-orchestration,provides,name+description
iza-os-project-management-analytics-bot,data-analytics,provides,name+description
iza-os-project-management-automation-bot,automation-orchestration,provides,name+description
iza-os-project-management-compliance-bot,automation-orchestration,provides,name+description
iza-os-project-management-compliance-bot,security-compliance,provides,name+description
iza-os-project-management-discovery-bot,automation-orchestration,provides,name+description
iza-os-project-management-integration-bot,automation-orchestration,provides,name+description
iza-os-project-management-integration-bot,api-integration,provides,name+description
iza-os-project-management-intelligence-bot,automation-orchestration,provides,name+description
iza-os-project-management-management-bot,automation-orchestration,provides,name+description
iza-os-project-management-monitoring-bot,automation-orchestration,provides,name+description
iza-os-project-management-optimization-bot,automation-orchestration,provides,name+description
iza-os-project-management-orchestration-bot,automation-orchestration,provides,name+description
iza-os-project-management-processing-bot,automation-orchestration,provides,name+description
iza-os-project-management-reporting-bot,automation-orchestration,provides,name+description
iza-os-project-management-reporting-bot,data-analytics,provides,name+description
iza-os-project-management-security-bot,automation-orchestration,provides,name+description
iza-os-project-management-security-bot,security-compliance,provides,name+description
iza-os-project-management-synthesis-bot,automation-orchestration,provides,name+description
iza-os-prompt-engineering,ai-ml,provides,name+description
iza-os-rag-system,search-retrieval,provides,name+description
iza-os-recommendation-engine,ai-ml,provides,name+description
iza-os-sales-automation-alerting-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-alerting-bot,crm-sales,provides,name+description
iza-os-sales-automation-analytics-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-analytics-bot,data-analytics,provides,name+description
iza-os-sales-automation-analytics-bot,crm-sales,provides,name+description
iza-os-sales-automation-automation-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-automation-bot,crm-sales,provides,name+description
iza-os-sales-automation-compliance-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-compliance-bot,security-compliance,provides,name+description
iza-os-sales-automation-compliance-bot,crm-sales,provides,name+description
iza-os-sales-automation-discovery-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-discovery-bot,crm-sales,provides,name+description
iza-os-sales-automation-integration-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-integration-bot,api-integration,provides,name+description
iza-os-sales-automation-integration-bot,crm-sales,provides,name+description
iza-os-sales-automation-intelligence-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-intelligence-bot,crm-sales,provides,name+description
iza-os-sales-automation-management-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-management-bot,crm-sales,provides,name+description
iza-os-sales-automation-monitoring-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-monitoring-bot,crm-sales,provides,name+description
iza-os-sales-automation-optimization-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-optimization-bot,crm-sales,provides,name+description
iza-os-sales-automation-orchestration-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-orchestration-bot,crm-sales,provides,name+description
iza-os-sales-automation-processing-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-processing-bot,crm-sales,provides,name+description
iza-os-sales-automation-reporting-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-reporting-bot,data-analytics,provides,name+description
iza-os-sales-automation-reporting-bot,crm-sales,provides,name+description
iza-os-sales-automation-security-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-security-bot,security-compliance,provides,name+description
iza-os-sales-automation-security-bot,crm-sales,provides,name+description
iza-os-sales-automation-synthesis-bot,automation-orchestration,provides,name+description
iza-os-sales-automation-synthesis-bot,crm-sales,provides,name+description
iza-os-sales-core,automation-orchestration,provides,name+description
iza-os-sales-core,crm-sales,provides,name+description
iza-os-security,security-compliance,provides,name+description
iza-os-security-compliance-bot,security-compliance,provides,name+description
iza-os-semantic-search,ai-ml,provides,name+description
iza-os-semantic-search,search-retrieval,provides,name+description
iza-os-smart-contracts,venture-governance,provides,name+description
iza-os-specs,ai-ml,provides,name+description
iza-os-specs,agent-systems,provides,name+description
iza-os-specs,automation-orchestration,provides,name+description
iza-os-speech-processing,voice-audio,provides,name+description
iza-os-third-party-apis,venture-governance,provides,name+description
iza-os-vector-database,search-retrieval,provides,name+description
iza-os-vector-database,database-storage,provides,name+description
iza-os-web3-integration,api-integration,provides,name+description
iza-os-web3-integration,blockchain-web3,provides,name+description
iza-os-web3-integration,venture-governance,provides,name+description
iza-os-workflow-integration,automation-orchestration,provides,name+description
iza-os-workflow-integration,api-integration,provides,name+description
iza-os-workflow-integration,venture-governance,provides,name+description
legal-001-ai-boss-holdings,ai-ml,provides,name+description
legal-001-ai-boss-holdings,legal-compliance,provides,name+description
legal-contract-templates,legal-compliance,provides,name+description
lt-001-truck-dispatch-company,automation-orchestration,provides,name+description
lt-003-logistics-dispatch-service,automation-orchestration,provides,name+description
lt-004-last-mile-delivery-dispatch,automation-orchestration,provides,name+description
lt-005-medical-courier-dispatch,automation-orchestration,provides,name+description
lt-005-medical-courier-dispatch,healthcare,provides,name+description
lt-007-construction-dispatch,automation-orchestration,provides,name+description
lt-008-towing-dispatch,automation-orchestration,provides,name+description
lt-009-hvac-technician-dispatch,automation-orchestration,provides,name+description
lt-010-field-service-dispatch,automation-orchestration,provides,name+description
lt-011-dispatch-software,automation-orchestration,provides,name+description
lt-013-logistics-automation-system,automation-orchestration,provides,name+description
lt-014-ai-route-optimization,ai-ml,provides,name+description
lt-023-storage-business,database-storage,provides,name+description
lt-025-logistics-marketplace,e-commerce,provides,name+description
lt-028-freight-ai-optimization,ai-ml,provides,name+description
lt-029-supply-chain-analytics,data-analytics,provides,name+description
marketplace-core,e-commerce,provides,name+description
mc-001-youtube-channel-network,video-media,provides,name+description
mc-002-podcast-network,voice-audio,provides,name+description
mc-003-blog-network,cms-content,provides,name+description
mc-005-content-creation-studio,cms-content,provides,name+description
mc-006-video-production-company,video-media,provides,name+description
mc-010-stock-video,video-media,provides,name+description
mc-012-news-website,frontend-ui,provides,name+description
mc-017-online-course-platform,education-learning,provides,name+description
mc-019-digital-download-store,e-commerce,provides,name+description
mc-020-nft-marketplace,e-commerce,provides,name+description
mc-020-nft-marketplace,blockchain-web3,provides,name+description
mcp-integration-hub,ai-ml,provides,name+description
mcp-integration-hub,api-integration,provides,name+description
media-empire-platform,video-media,provides,name+description
media-empire-platform,cms-content,provides,name+description
media-empire-platform,venture-governance,provides,name+description
mobile-access-manager,agent-systems,provides,name+description
mobile-access-manager,mobile-app,provides,name+description
nexus-ai-enterprise-platform,ai-ml,provides,name+description
nexus-ai-enterprise-platform,devops-infra,provides,name+description
nexus-ai-enterprise-platform,security-compliance,provides,name+description
obsidian-vault,knowledge-graph,provides,name+description
op-001-venture-automation-agency,automation-orchestration,provides,name+language
op-002-template-marketplace,e-commerce,provides,name+language
op-002-template-marketplace,developer-tools,provides,name+language
op-003-agent-services-hub,agent-systems,provides,name+language
ops-003-event-planning-ai,ai-ml,provides,name+description
ops-004-inventory-management-ai,ai-ml,provides,name+description
ops-005-project-management-ai,ai-ml,provides,name+description
ops-006-document-automation-ai,ai-ml,provides,name+description
ops-006-document-automation-ai,automation-orchestration,provides,name+description
ops-007-meeting-assistant-ai,ai-ml,provides,name+description
ops-008-recruitment-ai,ai-ml,provides,name+description
ops-009-onboarding-ai,ai-ml,provides,name+description
ops-010-training-platform-ai,ai-ml,provides,name+description
ops-011-performance-review-ai,ai-ml,provides,name+description
ops-012-it-support-ai,ai-ml,provides,name+description
ops-013-facilities-management-ai,ai-ml,provides,name+description
ops-014-travel-booking-ai,ai-ml,provides,name+description
ops-015-expense-management-ai,ai-ml,provides,name+description
ops-staff-001-staffing,ai-ml,provides,name+description
ops-staff-001-staffing,agent-systems,provides,name+description
ops-staff-001-staffing,devops-infra,provides,name+description
OS-001-MATHEMATICAL-OS-REGISTRY,venture-governance,provides,name-only
partnership-network-management,venture-governance,provides,name+description
ps-002-legal-services,legal-compliance,provides,name-only
ps-005-marketing-agency,marketing-growth,provides,name-only
ps-010-tax-preparation-service,finance-fintech,provides,name-only
ps-016-photography-service,api-integration,provides,name+description
ps-016-photography-service,cms-content,provides,name+description
ps-020-social-media-management,video-media,provides,name-only
ps-021-seo-agency,marketing-growth,provides,name-only
quantum-brain-sync-website,ai-ml,provides,name+description
quantum-brain-sync-website,automation-orchestration,provides,name+description
quantum-brain-sync-website,frontend-ui,provides,name+description
re-001-worldwidebro-holdings,real-estate,provides,name+description
re-002-os-property-management,real-estate,provides,name+description
re-002-os-property-management,venture-governance,provides,name+description
repo-template,developer-tools,provides,name-only
research-lab-automation,automation-orchestration,provides,name+description
research-lab-automation,venture-governance,provides,name+description
research-processing-pipeline,automation-orchestration,provides,name+description
research-processing-pipeline,knowledge-graph,provides,name+description
Resume,hr-recruiting,provides,name+description
revenue-multiplication-system,venture-governance,provides,name+description
shared-kernels,automation-orchestration,provides,name+description
shared-kernels,authentication-identity,provides,name+description
shared-kernels,payments-billing,provides,name+description
shared-kernels,database-storage,provides,name+description
sovereign-life,agent-systems,provides,name+description
spec-001-ai-auction-house,ai-ml,provides,name+description
spec-017-smart-agriculture-ai,ai-ml,provides,name+description
spec-018-ai-personal-shopper,ai-ml,provides,name+description
spec-019-smart-home-security,security-compliance,provides,name+description
spec-038-ai-comedy-writer,ai-ml,provides,name+description
tax-company-2026,finance-fintech,provides,name+description
tech-001-quantum-algorithm-ai,ai-ml,provides,name+description
tech-002-ai-compliance-scanner,ai-ml,provides,name+description
tech-002-ai-compliance-scanner,security-compliance,provides,name+description
tech-003-cloud-management-ai,ai-ml,provides,name+description
tech-004-robotics-training-ai,ai-ml,provides,name+description
tech-005-customer-insights-ai,ai-ml,provides,name+description
tech-006-voice-assistant-ai,ai-ml,provides,name+description
tech-006-voice-assistant-ai,voice-audio,provides,name+description
tech-007-blockchain-verifier-ai,ai-ml,provides,name+description
tech-007-blockchain-verifier-ai,blockchain-web3,provides,name+description
tech-009-content-studio-ai,ai-ml,provides,name+description
tech-009-content-studio-ai,cms-content,provides,name+description
tech-010-smart-home-ai,ai-ml,provides,name+description
tech-012-data-visualization-ai,ai-ml,provides,name+description
tech-013-workflow-automation,automation-orchestration,provides,name+description
tech-015-image-recognition-ai,ai-ml,provides,name+description
tech-015-image-recognition-ai,image-vision,provides,name+description
tech-016-video-editor-ai,ai-ml,provides,name+description
tech-016-video-editor-ai,video-media,provides,name+description
tech-016-video-editor-ai,cms-content,provides,name+description
tech-017-speech-to-text-ai,ai-ml,provides,name+description
tech-017-speech-to-text-ai,voice-audio,provides,name+description
tech-018-text-to-speech-ai,ai-ml,provides,name+description
tech-018-text-to-speech-ai,voice-audio,provides,name+description
tech-021-network-security-ai,ai-ml,provides,name+description
tech-021-network-security-ai,security-compliance,provides,name+description
tech-022-database-optimizer,database-storage,provides,name+description
tech-023-ai-testing-platform,ai-ml,provides,name+description
tech-025-machine-learning-builder,education-learning,provides,name+description
tech-026-ai-ethics-auditor,ai-ml,provides,name+description
tech-027-predictive-analytics-ai,ai-ml,provides,name+description
tech-027-predictive-analytics-ai,data-analytics,provides,name+description
tech-028-ai-training-platform,ai-ml,provides,name+description
tech-029-digital-twin-ai,ai-ml,provides,name+description
tech-030-ai-monitoring-system,ai-ml,provides,name+description
tech-031-edge-computing-ai,ai-ml,provides,name+description
tech-032-ai-integration-hub,ai-ml,provides,name+description
tech-032-ai-integration-hub,api-integration,provides,name+description
tech-033-quantum-algorithm-ai,ai-ml,provides,name+description
tech-034-ai-compliance-scanner,ai-ml,provides,name+description
tech-034-ai-compliance-scanner,security-compliance,provides,name+description
tech-035-cloud-management-ai,ai-ml,provides,name+description
tech-037-customer-insights-ai,ai-ml,provides,name+description
tech-038-voice-assistant-ai,ai-ml,provides,name+description
tech-038-voice-assistant-ai,voice-audio,provides,name+description
tech-039-blockchain-verifier-ai,ai-ml,provides,name+description
tech-039-blockchain-verifier-ai,blockchain-web3,provides,name+description
tech-041-content-studio-ai,ai-ml,provides,name+description
tech-041-content-studio-ai,cms-content,provides,name+description
tech-042-smart-home-ai,ai-ml,provides,name+description
tech-044-data-visualization-ai,ai-ml,provides,name+description
tech-045-workflow-automation,automation-orchestration,provides,name+description
tech-047-image-recognition-ai,ai-ml,provides,name+description
tech-047-image-recognition-ai,image-vision,provides,name+description
tech-048-video-editor-ai,ai-ml,provides,name+description
tech-048-video-editor-ai,video-media,provides,name+description
tech-048-video-editor-ai,cms-content,provides,name+description
tech-049-speech-to-text-ai,ai-ml,provides,name+description
tech-049-speech-to-text-ai,voice-audio,provides,name+description
tech-051-fraud-prevention-ai,ai-ml,provides,name+description
tech-053-network-security-ai,ai-ml,provides,name+description
tech-053-network-security-ai,security-compliance,provides,name+description
tech-054-database-optimizer,database-storage,provides,name+description
tech-055-ai-testing-platform,ai-ml,provides,name+description
tech-057-machine-learning-builder,education-learning,provides,name+description
tech-058-ai-ethics-auditor,ai-ml,provides,name+description
tech-059-predictive-analytics-ai,ai-ml,provides,name+description
tech-059-predictive-analytics-ai,data-analytics,provides,name+description
tech-060-ai-training-platform,ai-ml,provides,name+description
tech-ventures-portfolio,finance-fintech,provides,name+description
tech-ventures-portfolio,venture-governance,provides,name+description
unified-dashboard-system,agent-systems,provides,name+description
unified-dashboard-system,data-analytics,provides,name+description
up-next-marketplace,frontend-ui,provides,name+description
up-next-marketplace,e-commerce,provides,name+description
venture-contract-engine,legal-compliance,provides,name+description
venture-factory-core,automation-orchestration,provides,name+description
venture-pipeline,automation-orchestration,provides,name+description
venture-studio-core,venture-governance,provides,name+description
ventures,database-storage,provides,name+description
wealth-optimization-platform,venture-governance,provides,name+description
worldwidebro-company-registry,security-compliance,provides,name+description
worldwidebro-company-registry,finance-fintech,provides,name+description
worldwidebro-company-registry,developer-tools,provides,name+description
worldwidebro-company-registry,venture-governance,provides,name+description
worldwidebro-construction-os,automation-orchestration,provides,name+description
worldwidebro-construction-os,payments-billing,provides,name+description
worldwidebro-construction-os,legal-compliance,provides,name+description
worldwidebro-education-os,education-learning,provides,name+description
worldwidebro-finance-os,data-analytics,provides,name+description
worldwidebro-finance-os,security-compliance,provides,name+description
worldwidebro-finance-os,finance-fintech,provides,name+description
worldwidebro-holdings,venture-governance,provides,name+description
worldwidebro-marketing-os,data-analytics,provides,name+description
worldwidebro-marketing-os,cms-content,provides,name+description
worldwidebro-marketing-os,marketing-growth,provides,name+description
worldwidebro-os-business-engine,api-integration,provides,name+description
worldwidebro-os-core,ai-ml,provides,name+description
worldwidebro-os-infrastructure,agent-systems,provides,name+description
worldwidebro-os-infrastructure,devops-infra,provides,name+description
worldwidebro-os-knowledge-graph,api-integration,provides,name+description
worldwidebro-os-knowledge-graph,knowledge-graph,provides,name+description
xyops-integration,api-integration,provides,name+description
xyops-integration,devops-infra,provides,name+description
awesome-hermes-agent,agent-systems,provides,name-only
magic-mcp,api-integration,provides,name-only
cl1_llm_encoder,ai-ml,provides,name-only
screenshot-to-code,image-vision,provides,name-only
claude-code-voice-skill,ai-ml,provides,name-only
claude-code-voice-skill,voice-audio,provides,name-only
voice-pro,voice-audio,provides,name-only
agent-skills,agent-systems,provides,name-only
agentic-loops,agent-systems,provides,name-only
awesome-cli-apps,developer-tools,provides,name-only
claude-trading-skills,ai-ml,provides,name-only
claude-trading-skills,finance-fintech,provides,name-only
claude-ads,ai-ml,provides,name-only
claude-ads,marketing-growth,provides,name-only
claude-seo,ai-ml,provides,name-only
claude-seo,marketing-growth,provides,name-only
claude-in-mobile,ai-ml,provides,name-only
claude-in-mobile,mobile-app,provides,name-only
page-agent,agent-systems,provides,name-only
claude-skills,ai-ml,provides,name-only
free-claude-code,ai-ml,provides,name-only
reactive-resume,hr-recruiting,provides,name-only
mcp-youtube,video-media,provides,name-only
mcp-youtube,api-integration,provides,name-only
open-generative-ai,ai-ml,provides,name-only
claude-code,ai-ml,provides,name-only
claude-code-action,ai-ml,provides,name-only
claude-cookbooks,ai-ml,provides,name-only
claude-plugins-official,ai-ml,provides,name-only
claude-quickstarts,ai-ml,provides,name-only
knowledge-work-plugins,knowledge-graph,provides,name-only
argo-cd,devops-infra,provides,name-only
awesome-ai-apps,ai-ml,provides,name-only
500-ai-agents-projects,ai-ml,provides,name-only
pixelle-video,video-media,provides,name-only
mcp,api-integration,provides,name-only
unlimited-ocr,image-vision,provides,name-only
saas-starter-kit,developer-tools,provides,name-only
claude-video,ai-ml,provides,name-only
claude-video,video-media,provides,name-only
brave-search-mcp-server,search-retrieval,provides,name-only
brave-search-mcp-server,api-integration,provides,name-only
brave-search-mcp-server,backend-service,provides,name-only
obsidian-mind,knowledge-graph,provides,name-only
mcp,api-integration,provides,name-only
claude-code-remote,ai-ml,provides,name-only
ui-tars-desktop,frontend-ui,provides,name-only
byterover-cli,developer-tools,provides,name-only
gpt_api_free,ai-ml,provides,name-only
gpt_api_free,api-integration,provides,name-only
collection-claude-code-source-code,ai-ml,provides,name-only
agentic-inbox,agent-systems,provides,name-only
ai-devkit,ai-ml,provides,name-only
code-server,backend-service,provides,name-only
open-claude-cowork,ai-ml,provides,name-only
awesome-claude-skills,ai-ml,provides,name-only
sleepless-agent,agent-systems,provides,name-only
tts,voice-audio,provides,name-only
api-mega-list,api-integration,provides,name-only
automate-faceless-content,automation-orchestration,provides,name-only
automate-faceless-content,cms-content,provides,name-only
postgres-mcp,api-integration,provides,name-only
postgres-mcp,database-storage,provides,name-only
n8n-mcp,api-integration,provides,name-only
youtube-automation-agent,agent-systems,provides,name-only
youtube-automation-agent,video-media,provides,name-only
youtube-automation-agent,automation-orchestration,provides,name-only
claude-code-templates,ai-ml,provides,name-only
next-ai-draw-io,ai-ml,provides,name-only
next-ai-draw-io,frontend-ui,provides,name-only
marketplace,e-commerce,provides,name-only
deepseek-ocr,image-vision,provides,name-only
codebase-memory-mcp,api-integration,provides,name-only
open-source-ios-apps,mobile-app,provides,name-only
mcp-registry,api-integration,provides,name-only
mcp-registry,venture-governance,provides,name-only
claude-code-game-studios,ai-ml,provides,name-only
claude-code-game-studios,game-development,provides,name-only
frontend-dev-bookmarks,frontend-ui,provides,name-only
awesome-ai-agents,ai-ml,provides,name-only
claude-osint,ai-ml,provides,name-only
awesome-react,frontend-ui,provides,name-only
a-curated-list-of-ml-system-design-case-studies,ai-ml,provides,name-only
ai-for-grant-writing,ai-ml,provides,name-only
obsidian-second-brain,knowledge-graph,provides,name-only
awesome-ai-hacking-agents,ai-ml,provides,name-only
open-seo,marketing-growth,provides,name-only
agentic-design-patterns,agent-systems,provides,name-only
external-secrets,security-compliance,provides,name-only
prompts.chat,messaging-communication,provides,name-only
production-grade-agentic-system,agent-systems,provides,name-only
full-stack-fastapi-template,backend-service,provides,name-only
full-stack-fastapi-template,developer-tools,provides,name-only
fish-speech,voice-audio,provides,name-only
convex-backend,backend-service,provides,name-only
made-with-ml,ai-ml,provides,name-only
mcp-toolbox,api-integration,provides,name-only
agent-starter-pack,agent-systems,provides,name-only
agent-starter-pack,developer-tools,provides,name-only
starter,developer-tools,provides,name-only
ai_agents_az,ai-ml,provides,name-only
claude-code-source,ai-ml,provides,name-only
terraform,devops-infra,provides,name-only
